date,title,text,source_name,sentiment,tickers,topics,url
2024-11-25,Will Gold Price Decline Turn Into Larger Correction? (Elliott wave),"The nine-year rally in gold prices might have ended, although there's a scenario that would allow for one more new high to be made next year. In the near term though, we believe a decline is due.",See It Market,Negative,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.seeitmarket.com/will-gold-price-decline-turn-into-larger-correction-elliott-wave/
2024-11-25,"Gold, Silver, Platinum Forecasts – Gold Dives 3.6% As Traders Focus On The Potential Israel – Hezbollah Ceasefire Deal",Precious metals are under strong pressure as the ceasefire deal may be announced within 36 hours.,FXEmpire,Negative,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/gold-silver-platinum-forecasts-gold-dives-3-6-as-traders-focus-on-the-potential-israel-hezbollah-ceasefire-deal-1478756
2024-11-25,"Gold price punished by profit takers, uptick in risk appetite","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-25/gold-price-punished-profit-takers-uptick-risk-appetite
2024-11-25,"Gold, Crude Oil & U.S. Dollar: Analyzing Impact on Equities","Alex Coffey is keeping a close eye on three notable market movers that can affect equities: gold, crude oil and the U.S. dollar. He discusses how geopolitics play a role and weighs whether they could thrust the SPX to a new all-time high today.",Schwab Network,Neutral,AAAU|BAR|BNO|DBO|DBP|DGL|GLD|GLDM|GUSH|IAU|IEO|OIH|OIL|OUNZ|PXJ|SGOL|UCO|UGL|USO|XOP,oil|gold,https://www.youtube.com/watch?v=Px6Rnxdkdyw
2024-11-25,"Gold price plunges on keener risk appetite, heavy profit taking","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,earnings|gold,https://www.kitco.com/news/article/2024-11-25/gold-price-plunges-keener-risk-appetite-heavy-profit-taking
2024-11-25,Gold Price Forecast – Gold Pulls Back Early on Monday,"The early Monday session has been a little negative for the gold market, as we are looking to consolidate, or even digest a lot of the previous momentum. At this point, the market is going to be looking for “value.",FXEmpire,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-forecast-gold-pulls-back-early-on-monday-1478690
2024-11-25,Gold price down on corrective pullback from recent solid gains,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-25/gold-price-down-corrective-pullback-recent-solid-gains
2024-11-25,Gold market analysis for November 25 - key intra-day price entry levels for active traders,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-25/gold-market-analysis-november-25-key-intra-day-price-entry-levels-active
2024-11-25,Gold News: XAU/USD Drops 2% on Treasury Pick; Key Support at $2663 in Focus,"XAU/USD retreats on Treasury pick and profit-taking. Can support near $2663 hold, or will bearish momentum drive prices toward $2629?",FXEmpire,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-news-xau-usd-drops-2-on-treasury-pick-key-support-at-2663-in-focus-1478634
2024-11-25,"Gold will still be able to find support drivers, could hit $3,000 by end 2025: CBA","Vivek Dhar of CBA says that one of the key attributes behind gold's strong performance in 2024 was its ability to find support in ""any environment"", a trend that he expects to continue in the next year.",CNBC International TV,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.youtube.com/watch?v=i1e8FSXS-Fg
2024-11-25,"Gold (XAU) Daily Forecast: Risk-On Sentiment Pressures Prices Below $2,660","Gold prices fall to $2,660, pressured by risk-on sentiment and economic optimism. Traders eye $2,684 resistance and FOMC minutes for future direction.",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-daily-forecast-risk-on-sentiment-pressures-prices-below-2660-1478520
2024-11-25,Hang Seng Index: Gains Persist Amid China's MLF Decision and US Tariff Fears,"Hang Seng Index gains as tech and auto stocks rally, but PBoC's steady MLF rate fuels caution in Mainland China markets.",FXEmpire,Positive,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/hang-seng-index-gains-persist-amid-chinas-mlf-decision-and-us-tariff-fears-1478507
2024-11-25,"Gold, Silver, US Dollar Technical Analysis Ahead of US Core PCE Data","Gold surged higher, while silver appears poised to initiate its next upward move, supported by positive price action.",FXEmpire,Positive,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,tanalysis|gold,https://www.fxempire.com/forecasts/article/gold-silver-us-dollar-technical-analysis-ahead-of-us-core-pce-data-1478477
2024-11-25,Gold Edges Lower on Likely Pullback After Recent High,"Gold edged lower in early Asian trading. A pullback after reaching highs was likely, as investors are still in the mood to reduce their gold positions, Nanhua Futures said.",WSJ,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.wsj.com/articles/gold-edges-lower-on-likely-pullback-after-recent-high-f8025d49?mod=rss_markets_main
2024-11-24,Is the SPDR GLD ETF a buy as gold prices bounce back?,"Gold price has been on a rebound since the beginning of the week amid heightened safe haven demand. On Tuesday, Russian President Vladimir Putin updated the country's nuclear doctrine following a Ukraine attack on its territory using US-made ATACMS missiles.",Invezz,Positive,GLD,gold,https://invezz.com/news/2024/11/24/is-the-spdr-gld-etf-a-buy-as-gold-prices-bounce-back/?utm_source=snapi
2024-11-24,Silver (XAG) Forecast: Will Geopolitical Risks and Higher Gold Prices Drive Silver to $32.28?,"Silver defied headwinds from rising yields and a strong dollar. Will traders push prices beyond $32.275, or is a pullback to $29.68 more likely?",FXEmpire,Negative,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/silver-xag-forecast-will-geopolitical-risks-and-higher-gold-prices-drive-silver-to-32-28-1478422
2024-11-23,"Potential $5,000 Monthly Income: 10 Investments To Buy And Hold For Next 10 Years","We present a highly diversified yet simple portfolio of 10 positions, with 9 funds and one individual MLP stock. The portfolio has been designed for retirees and investors planning for retirement, with a 6% current income yield and potentially 6% plus dividend growth. The portfolio presented uses a hands-off approach, and it is diversified among many asset classes as well as different sectors of the economy to be able to withstand different economic cycles in the next 10 years.",Seeking Alpha,Positive,AAPL|ADX|AVGO|BLK|BMY|COP|CSCO|CVX|EOG|EPD|ET|GLD|GLDM|GOOG|GOOGL|HD|JEPQ|LIN|LLY|LMT|META|MO|MPLX|MRO|MSFT,paylimitwall,https://seekingalpha.com/article/4738695-potential-5000-monthly-income-10-investments-to-buy-and-hold-for-next-10-years
2024-11-23,12% Yield And Big Buyback: Dividend Stocks I Am Buying Hand-Over-Fist,I love stocks that pay big dividends and buy back a lot of stock. I share some dividend stocks that meet these criteria. I detail why they are compelling buys right now.,Seeking Alpha,Positive,BIZD|BXSL|GDX|GLD|MSDL|NEM,dividend|paylimitwall,https://seekingalpha.com/article/4739790-12-percent-yield-and-big-buyback-dividend-stocks-i-am-buying-hand-over-fist
2024-11-23,"Gold (XAU) Price Forecast: Traders Eye $2,790 as Geopolitical Risks Remain Elevated","Gold's best weekly gain in 2 years fueled by safe-haven demand and Fed signals. Will it hold above $2,663 and test $2,790 next week?",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-price-forecast-traders-eye-2790-as-geopolitical-risks-remain-elevated-1478374
2024-11-23,Hang Seng Tech Index Drops Amid Tariff Woes and Earnings – Weekly Recap,"Hang Seng struggles on Chinese policy risks. ASX soars on gold, while Nikkei drops ahead of a potential BoJ policy move.",FXEmpire,Negative,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,earnings|gold,https://www.fxempire.com/forecasts/article/hang-seng-tech-index-drops-amid-tariff-woes-and-earnings-weekly-recap-1478350
2024-11-22,"Wall Street bereft of bears, Main Street firmly bullish as geopolitical risk breaks gold out of post-Trump slump","Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-22/wall-street-bereft-bears-main-street-firmly-bullish-geopolitical-risk
2024-11-22,Gold price ends the week with 5% gain as safe-haven demand drives price action,"Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-22/gold-price-ends-week-5-gain-safe-haven-demand-drives-price-action
2024-11-22,"GLD And SLV: Buy The Dip, Especially For SLV",Both the SPDR® Gold Shares ETF and iShares Silver Trust ETF suffered corrections recently due to uncertainties in interest rates. Such setbacks are only temporary in my view. I see multiple catalysts that can trigger a price rebound for both GLD and SLV.,Seeking Alpha,Positive,GLD,paylimitwall,https://seekingalpha.com/article/4739711-gld-and-slv-buy-the-dip-especially-for-slv
2024-11-22,"Gold, Silver, Platinum Forecasts – Gold Climbed Above The $2700 Level",Spot gold continues to move higher as traders focus on geopolitical developments.,FXEmpire,Neutral,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/gold-silver-platinum-forecasts-gold-climbed-above-the-2700-level-1478286
2024-11-22,Gold hits fresh all-time highs against the euro; U.S. dollar is next,"Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-22/gold-hits-fresh-all-time-highs-against-euro-us-dollar-next
2024-11-22,"Gold is up 5% this week because it's a ‘preferred' hedge to global risks, UBS says",Gold's weekly and yearly gains are outperforming the stock market.,Market Watch,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paylimitwall,https://www.marketwatch.com/story/gold-is-up-5-this-week-because-its-a-preferred-hedge-to-global-risks-ubs-says-616ad6ef
2024-11-22,Gold Weekly Price Outlook – Gold Climbs to Recover for the Week,"Gold has rallied quite a bit in the markets this week, as there are still many reasons for buying this metal. Ultimately, this is a market that will reach highs again form everything that I see at the moment.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-weekly-price-outlook-gold-climbs-to-recover-for-the-week-1478268
2024-11-22,Gold ETFs Regain Luster: Will the Rally Continue?,"Gold regained its luster this week, driven by safe-haven demand amid an escalation between Russia and Ukraine tensions. The bullion is on track to post its best week in a year, rising 5% so far.",Zacks Investment Research,Positive,GLD|GLDM|IAUM|SGOL,gold,https://www.zacks.com/stock/news/2374076/gold-etfs-regain-luster-will-the-rally-continue?cid=CS-STOCKNEWSAPI-FT-etf_news_and_commentary-2374076
2024-11-22,"Michigan Consumer Sentiment Rises To 71.8, Missing Analyst Expectations",Year-ahead inflation expectations decreased from 2.7% in October to 2.6% in November.,FXEmpire,Neutral,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/news/article/michigan-consumer-sentiment-rises-to-71-8-missing-analyst-expectations-1478244
2024-11-22,"Composite PMI Rises To 55.3, Beating Analyst Expectations",The economic growth remains heavily reliant on the services sector.,FXEmpire,Neutral,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,earnings|gold,https://www.fxempire.com/news/article/composite-pmi-rises-to-55-3-beating-analyst-expectations-1478222
2024-11-22,"Gold prices within striking distance of $2,700 as flash S&P PMI shows solid momentum in service sector","Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-22/gold-prices-within-striking-distance-2700-flash-sp-pmi-shows-solid-momentum
2024-11-22,"Price gains for gold, silver on safe-haven bids","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|SIL|SILJ|SIVR|SLV|SLVP|UGL,gold,https://www.kitco.com/news/article/2024-11-22/price-gains-gold-silver-safe-haven-bids
2024-11-22,Gold market analysis for November 22 - key intra-day price entry levels for active traders,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-22/gold-market-analysis-november-22-key-intra-day-price-entry-levels-active
2024-11-22,Gold (XAU) Price Forecast: Sustained Move Over $2693 Could Lead to All-Time Highs,Safe-haven demand drives gold prices over key $2693 resistance. Could a breakout above this level signal a rally to all-time highs?,FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-price-forecast-sustained-move-over-2693-could-lead-to-all-time-highs-1478161
2024-11-22,Gold (XAU) Daily Forecast: Rising US Dollar Can't Shake Gold's Upward Trend,"Gold (XAU) shines as investors seek refuge from economic uncertainties, with technicals pointing to resistance at $2,708.96 and support at $2,649.98.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-daily-forecast-rising-us-dollar-cant-shake-golds-upward-trend-1478062
2024-11-22,"Gold, Bond Yield, US Dollar Technical Analysis: Bullish Trends Amid Geopolitical Tensions","Gold continues to rise from strong support, while the US Dollar is poised to break through resistance.",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,tanalysis|gold,https://www.fxempire.com/forecasts/article/gold-bond-yield-us-dollar-technical-analysis-bullish-trends-amid-geopolitical-tensions-1478022
2024-11-22,Gold Consolidates Amid Mixed Signals.,Gold consolidated in the early Asian session amid mixed signals.,WSJ,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.wsj.com/articles/gold-consolidates-amid-mixed-signals-505955f6?mod=rss_markets_main
2024-11-21,"Gold climbs, Bitcoin soars: Markets react to geopolitical and regulatory shifts","Jordan Finneseth is a Crypto Market Reporter for Kitco Crypto. Coming from a background in Psychology and Human Behavior, he began to focus his attention on the cryptocurrency space in early 2017 after noticing the rapid growth of this emerging market.",Kitco,Positive,AAAU|ARKB|ARKW|BAR|BETE|BETH|BITB|BITC|BITO|BITQ|BITS|BITW|BLKC|BRRR|BTCO|BTCW|BTF|BTOP|DBP|DEFI|DGL|EZBC|FBTC|GBTC|GLD,gold,https://www.kitco.com/news/article/2024-11-21/gold-climbs-bitcoin-soars-markets-react-geopolitical-and-regulatory-shifts
2024-11-21,Gold Price Forecast: Buyers Hold Ground as Gold Tests Critical Price Levels,"Gold climbed above the 50-Day MA to $2,674 but faces key resistance levels, with potential consolidation or bearish pullback if strength wanes.",FXEmpire,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-forecast-buyers-hold-ground-as-gold-tests-critical-price-levels-1478002
2024-11-21,Gold: Safe-Haven Demand Boosts Prices Ahead of PMI Data,"The US will release its flash PMI figures on Friday, showing the level of business activity in the economy.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-safe-haven-demand-boosts-prices-ahead-of-pmi-data-1477962
2024-11-21,"Gold, Silver, Platinum Forecasts – Gold Moves Higher As Geopolitical Tensions Rise",Demand for safe-haven gold is rising despite strong dollar.,FXEmpire,Neutral,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/gold-silver-platinum-forecasts-gold-moves-higher-as-geopolitical-tensions-rise-1477947
2024-11-21,"Safe-haven bids, friendlier charts powering gold rally","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-21/safe-haven-bids-friendlier-charts-powering-gold-rally
2024-11-21,"Rising threat of World War III could see gold hit $2,800 by Christmas – analyst","Jordan Finneseth is a Crypto Market Reporter for Kitco Crypto. Coming from a background in Psychology and Human Behavior, he began to focus his attention on the cryptocurrency space in early 2017 after noticing the rapid growth of this emerging market.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-21/rising-threat-world-war-iii-could-see-gold-hit-2800-christmas-analyst
2024-11-21,"Central Bank Buying Is Driving Up Gold Prices, Dart Says","Goldman Sachs co-Head of Global Commodities Research Samantha Dart says central bank buying is driving up the price of gold. She sees gold prices hitting $3,000 an ounce by the end of 2025.",Bloomberg Markets and Finance,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.youtube.com/watch?v=-Tm2cHzszZY
2024-11-21,"Spot gold steady at $2,667/oz after U.S. existing home sales rise 3.4% in October","Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,earnings|gold,https://www.kitco.com/news/article/2024-11-21/spot-gold-steady-2667oz-after-us-existing-home-sales-rise-34-october
2024-11-21,Gold Price Outlook – Gold Continues to Look Strong on Thursday,"The gold market continues to see a lot of strength in the early hours of Thursday, as the geopolitical issues only get worse in Ukraine, as well as many other places in the world. Furthermore, there are a lot of central banks around the world that continue to collect gold.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-outlook-gold-continues-to-look-strong-on-thursday-1477902
2024-11-21,"Gold prices continue to consolidate above $2,650 as Philly Fed survey drops to -5.5","Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-21/gold-prices-continue-consolidate-above-2650-philly-fed-survey-drops-55
2024-11-21,"Gold price up on safe-haven demand, improving chart posture","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-21/gold-price-safe-haven-demand-improving-chart-posture
2024-11-21,Gold market analysis for November 21 - key intra-day price entry levels for active traders,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-21/gold-market-analysis-november-21-key-intra-day-price-entry-levels-active
2024-11-21,"Spot gold trades at $2,665/oz after U.S. weekly jobless claims fall to 213k","Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-21/spot-gold-trades-2665oz-after-us-weekly-jobless-claims-fall-213k
2024-11-21,Georgia Broker-Dealer Learns Costly Lesson From FINRA On ETNs Vs. ETFs: A Discussion On ETF Construction And Effects On Risk And Taxes,"A Georgia-based brokerage has settled allegations that it and its president developed and sold a trading strategy that they did not understand and that caused near-total losses for 350 clients. The product in question was the Daily Inverse VIX Short-Term Exchange-Traded Note (XIV). Exchange-Traded Notes (ETNs) are essentially structured products that are issued as senior debt notes and trade as stocks. They have credit risk linked to the issuer which may or may not be the note's sponsor. Just because something is popularly called an ETF does not mean it is structured as an ETF. With leveraged ETFs and ETNs that use futures and complex structured notes, knowing exactly what is being traded is essential.",Seeking Alpha,Negative,BITO|GLD|IBIT|QQQ|SLV|UNG|USO,paylimitwall,https://seekingalpha.com/article/4739259-georgia-broker-dealer-learns-costly-lesson-finra-etn-etf-construction-effects-risk-taxes
2024-11-21,Gold News: XAU Prices Rally as Key Resistance Zone is Put to the Test,"Safe-haven demand and technical resistance at $2663.51 to $2,693.40 could shape gold's next move. Don't miss the latest price predictions.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-news-xau-prices-rally-as-key-resistance-zone-is-put-to-the-test-1477837
2024-11-21,"Gold (XAU) Daily Forecast: Geopolitical Risks Push Prices Toward $2,680 Resistance","Geopolitical tensions drive gold to $2,660.63, eyeing $2,680 resistance as safe-haven demand surges.",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-daily-forecast-geopolitical-risks-push-prices-toward-2680-resistance-1477778
2024-11-21,"Gold Edges Higher, Supported by Geopolitical Uncertainties","Gold edged higher in early Asian trade. The precious metal was still supported by geopolitical uncertainties, Sucden Financial said.",WSJ,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.wsj.com/articles/gold-edges-higher-supported-by-geopolitical-uncertainties-4f4c06ba?mod=rss_markets_main
2024-11-21,"Gold, Silver, Platinum Forecasts: Gold Rises on Fears, Silver, Platinum Stay Weak","Metals diverge as gold rises on geopolitical fears, silver faces economic pressures, and platinum stays stuck in range.",FXEmpire,Negative,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ,gold,https://www.fxempire.com/forecasts/article/gold-silver-platinum-forecasts-gold-rises-on-fears-silver-platinum-stay-weak-1477734
2024-11-20,"State Street Global Advisors Marks Milestone, New Partnership","State Street Global Advisors, the third-largest issuer of ETFs in the U.S., is having an eventful week. The firm celebrated 20 years of trading for first physical gold ETF to list in the U.S., a major milestone, and filed to launch an ETF with Ray Dalio's Bridgewater Associates.",ETF Trends,Positive,GLD,,https://www.etftrends.com/state-street-global-advisors-marks-milestone-new-partnership/
2024-11-20,Hyperscalers 'not finding nearly enough gold' to justify 'picks and shovels' valuations: Gil Luria,"Gil Luria, D.A. Davidson managing director, joins 'Closing Bell Overtime' to talk Nvidia earnings.",CNBC Television,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.youtube.com/watch?v=VcepENkd5Pk
2024-11-20,Gold Price Forecast: Counter-Trend Gold Rally Nears Crucial 50-Day MA Test,"Gold rallied to $2,655, nearing resistance at the 50-Day MA and Fibonacci retracement levels. A drop below $2,619 could signal weakness.",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-forecast-counter-trend-gold-rally-nears-crucial-50-day-ma-test-1477723
2024-11-20,Gold Continues to Glitter: ETFs to Tap Its Safe Haven Appeal,"Escalating geopolitical tensions, interest rate cuts by the Fed and continuous buying by the central banks are supporting the rising demand for the yellow metal. Look at ETFs to tap the safe haven appeal of gold.",Zacks Investment Research,Positive,AAAU|GLD|GLDM|IAU|SGOL,gold,https://www.zacks.com/stock/news/2373019/gold-continues-to-glitter-etfs-to-tap-its-safe-haven-appeal?cid=CS-STOCKNEWSAPI-FT-etf_news_and_commentary-2373019
2024-11-20,"Gold is giving back $250 election premium, $300 China premium at risk from stimulus – Société Générale","Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-20/gold-giving-back-250-election-premium-300-china-premium-risk-stimulus
2024-11-20,‘I'm really bullish on the equities starting to outperform gold for the first time in many years' - Michael Gentile,"Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-20/im-really-bullish-equities-starting-outperform-gold-first-time-many-years
2024-11-20,Why the Gold Rally's Next Big Obstacle Might Be Stocks Like Nvidia,Investors' giddy excitement over booming U.S. stocks like Nvidia might be getting in the metal's way.,Barrons,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.barrons.com/articles/gold-price-rally-stock-market-nvidia-10297587
2024-11-20,"Buy gold after its pullbacks — because it may hit $3,000 in 2025","Gold prices have been showing signs of life against a backdrop of worrisome headlines tied to the Russia-Ukraine war — but one analyst said investors should take advantage of pullbacks to buy the metal ahead of a potential climb toward $3,000 an ounce next year.",Market Watch,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paylimitwall,https://www.marketwatch.com/story/buy-gold-after-its-pullbacks-because-it-may-hit-3-000-in-2025-40760ca6
